Course Name,Course Description,Course University,Course University Tag,Course Link,Course Provider,Course Duration,Course Pricing
Introduction to Social Care,"Explore the social care sector to support your learning goals

Gain an introduction to social care and understanding of paid and unpaid care work in today’s social care sector.",The Open University,tou,/course/introduction-to-social-care-98748,FutureLearn,"4 hours worth of material, 12 weeks long",Paid Course
Business Agility Foundations,"Learn the fundamentals of business agility and gain skills for a changing world

Discover how business agility can improve performance, create efficient teams, and benefit your organisation.",The Open University,tou,/course/business-agility-foundations-89949,FutureLearn,"4 hours worth of material, 12 weeks long",Paid Course
Intermediate Spanish: The Worlds of Spanish,Develop your Spanish language skills and gain an introduction to the Worlds of Spanish.,The Open University,tou,/course/intermediate-spanish-people-and-places-the-worlds-58792,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Introduction to Social Care: Understanding Informal Care,"Learn about the importance of informal carers in the social care sector, including their role, rewards, challenges, and support.",The Open University,tou,/course/introduction-to-social-care-understanding-informa-98224,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate Spanish: Heritage and Popular Culture,Discover the rich cultural heritage of the Spanish-speaking worlds with a focus on popular cultural expressions.,The Open University,tou,/course/intermediate-spanish-culture-and-leisure-in-the-s-110308,FutureLearn,"5 hours a week, 4 weeks long",Paid Course
"Intermediate Spanish: Literature, Cinema and the Visual Arts","Understand the significance of contemporary literature, cinema, and the visual arts in the Spanish-speaking worlds.",The Open University,tou,/course/intermediate-spanish-culture-and-leisure-in-the-s-110309,FutureLearn,"5 hours a week, 4 weeks long",Paid Course
Intermediate French: Working in the French-Speaking World,Improve your French language skills to understand job seeking and training opportunities.,The Open University,tou,/course/intermediate-french-2-trouver-un-poste-working-in-117489,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate Spanish: Spanish for Education and Work,"Explore education systems and learn to talk about your educational background, skills, and professional experience.",The Open University,tou,/course/intermediate-spanish-people-and-places-spanish-fo-58790,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate Spanish: Places and Travel,"Learn to describe places, make travel plans, and discuss issues of migration and tourism as you travel through the Spanish world.",The Open University,tou,/course/intermediate-spanish-people-and-places-places-and-58791,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Sports Performance: Exploring Sport Psychology,Explore how sport psychology can contribute to supporting your own or others’ sports performance.,The Open University,tou,/course/sports-performance-exploring-sport-psychology-114666,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate German: People and Lifestyles,Explore German-speaking countries and the language used to talk about different regions and towns.,The Open University,tou,/course/intermediate-german-deutsch-im-kontext-leute-und--116665,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate French: Leisure and Culture,Develop your French language skills and understanding of culture and leisure time in France and Belgium.,The Open University,tou,/course/intermediate-french-2-culture-et-loisirs-culture--117488,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
"Intermediate French: Work, Leisure and Culture","Examine work, leisure, and cultural activities in French-speaking countries

Improve your French language skills and explore life in France, Belgium, and Switzerland, focusing on work and leisure time.",The Open University,tou,/course/intermediate-french-work-leisure-culture-117562,FutureLearn,12 weeks long,Paid Course
Business Agility Foundations: Engaging Others,"Explore how continuous learning, a growth mindset, and engaging others can support organisational change and business agility.",The Open University,tou,/course/business-agility-foundations-engaging-others-89731,FutureLearn,"4 hours a week, 3 weeks long",Paid Course
Business Agility Foundations: An Introduction,Understand how business agility and agile leadership can help organisations survive and thrive in complex environments.,The Open University,tou,/course/business-agility-foundations-an-introduction-89728,FutureLearn,"4 hours a week, 3 weeks long",Paid Course
Understanding Inclusive Education: The Evolving Landscapes,Discover how inclusion in care and education provision has been shaped by historical perspectives.,The Open University,tou,/course/understanding-inclusive-education-the-evolving-la-89962,FutureLearn,"3 hours a week, 5 weeks long",Paid Course
Introduction to Social Care: Working in Social Care,Develop essential skills needed for working in social care settings and examine whether a career in social care is right for you.,The Open University,tou,/course/introduction-to-social-care-working-in-social-car-98225,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Start Your Own Business: Financial Viability for a New Venture,Learn to identify the financial implications of a new business idea and how its financial viability can be improved.,The Open University,tou,/course/start-your-own-business-financial-viability-for-a-110489,FutureLearn,"5 hours a week, 2 weeks long",Paid Course
Sports Performance: Different Approaches to Sports Coaching,Discover new and emerging approaches in sports coaching and how you can apply them to your own learning and development.,The Open University,tou,/course/sports-performance-different-approaches-to-sports-114664,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Sports Performance: Training the Body for Sport,Explore how to meet athletes’ training needs using modern strength and conditioning training alongside effective monitoring.,The Open University,tou,/course/sports-performance-training-the-body-for-sport-114665,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate German: Countries and Landscapes,Examine the human and physical geography of German-speaking countries and the language used to discuss them.,The Open University,tou,/course/intermediate-german-deutsch-im-kontext-l-nder-und-116666,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate German: Festivals and Traditions,Discover traditions and festivals in German-speaking countries and gain the language skills to speak and write about them.,The Open University,tou,/course/intermediate-german-deutsch-im-kontext-feste-und--116667,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Intermediate French: Jobs and Training,Discover the world of work and training in French-speaking Europe and gain the skills to talk about them.,The Open University,tou,/course/intermediate-french-2-travail-et-formation-jobs-a-117490,FutureLearn,"4 hours a week, 4 weeks long",Paid Course
Display Advertising,"Learn to plan, implement and measure effective display advertising campaigns

Gain the skills to create, manage and optimise successful online display advertising campaigns that deliver results.",The Open University,tou,/course/display-advertising-92455,FutureLearn,"3 hours worth of material, 8 weeks long",Paid Course
Intermediate Spanish: Culture and Leisure,"Take your Spanish language skills to the next level with The Open University 

Explore popular culture and leisure activities in Spanish-speaking worlds, including literature, film, heritage, media, and sport.",The Open University,tou,/course/spanish-intermediate-2-110378,FutureLearn,"5 hours worth of material, 12 weeks long",Paid Course
Introduction to Digital Transformation,"Develop essential knowledge to prepare for successful digital transformation

Learn how digital transformation works and the factors that impact an organisation’s successful transformation.",The Open University,tou,/course/introduction-to-digital-transformation-114662,FutureLearn,"4-5 hours a week, 8 weeks long",Paid Course
PgC Human Resource Management,Are you starting a career in HR or looking to develop in a line management position? Build the knowledge and skills you need to work in human resources with this postgraduate certificate.,The Open University,tou,/course/open-university-grad-cert-human-resources-22385,FutureLearn,"13 hours a week, 12 weeks long","$5,800.00"
PgC Global Development Management,Build the skills needed by a development manager and learn to analyse the complex contexts in which development takes place with this postgraduate certificate.,The Open University,tou,/course/open-university-grad-cert-development-management-22407,FutureLearn,"10 hours a week, 10 weeks long","$5,300.00"
PgC Online and Distance Education,"Gain hands-on experience of e-learning technologies and build your skills in digital learning, teaching and training. This postgraduate certificate is awarded on completion of the OU&rsquo;s module Technology-enhanced Learning: Foundations and Futures.",The Open University,tou,/course/open-university-grad-cert-online-education-22408,FutureLearn,"3 hours a week, 29 weeks long","$4,800.00"
Cyber Security Operations (Cisco CCNA),Upskill in cyber security operations and enhance your working knowledge of cyber security with Cisco and The Open University.,The Open University,tou,/course/cybersecurity-operations-18284,FutureLearn,"4 hours a week, 24 weeks long",Paid Course
Teacher Training: Embedding Mental Health in the Curriculum,"Develop skills to design inclusive teaching, learning and assessment activities that enhance student mental health and wellbeing.",The Open University,tou,/course/teacher-training-embedding-mental-health-in-the-c-18286,FutureLearn,12 weeks long,Paid Course
The Digital Economy,"Develop the business, management and marketing skills to thrive in the digital economy and take your first steps towards an MBA, with this flexible program of online courses from The Open University Business School.",The Open University,tou,/course/digital-economy-18247,FutureLearn,10 weeks long,Paid Course
Italian for Beginners,"This program of six free online Italian courses, created by The Open University, will help you develop your skills in Italian at a basic level, and introduce you to Italy and its language and culture.",The Open University,tou,/course/italian-for-beginners-18259,FutureLearn,12 weeks long,Paid Course
Cyber Security Operations (Cisco CCNA),Upskill in cyber security operations and enhance your working knowledge of cyber security with Cisco and The Open University.,The Open University,tou,/course/cybersecurity-operations-20634,FutureLearn,"3 hours a week, 20 weeks long",Paid Course
Teacher Training: Embedding Mental Health in the Curriculum,"Develop skills to design inclusive teaching, learning and assessment activities that enhance student mental health and wellbeing.",The Open University,tou,/course/teacher-training-embedding-mental-health-in-the-c-20637,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Global Development in Practice: Designing an Intervention,"Use development management tools and frameworks to plan, implement and evaluate development interventions in practice.",The Open University,tou,/course/global-development-in-practice-20638,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
"Management and Leadership, Personal Development",Take your next step to becoming a Chartered Manager with this program of online courses from The Open University Business School,The Open University,tou,/course/management-and-leadership-personal-development-18271,FutureLearn,"3 hours a week, 54 weeks long",Paid Course
"Management and Leadership, Essentials",Take your first step to becoming a Chartered Manager with this flexible program of online courses from The Open University Business School and CMI.,The Open University,tou,/course/management-leadership-18249,FutureLearn,"3 hours a week, 20 weeks long",Paid Course
Business Fundamentals,"Develop your communication, networking, relationship building and project management skills with this flexible program of online courses from The Open University Business School.",The Open University,tou,/course/business-fundamentals-18254,FutureLearn,"3 hours a week, 16 weeks long",Paid Course
Finance Fundamentals,"Develop your understanding of financial planning, budgeting, borrowing and investments with this flexible program of online courses from The Open University Business School.",The Open University,tou,/course/finance-fundamentals-18255,FutureLearn,"3 hours a week, 16 weeks long",Paid Course
Climate Change and the Polar Regions: Tools for the Climate Crisis,"Develop your understanding of climate change in the world, through the lens of the Polar regions",The Open University,tou,/course/climate-change-polar-regions-46026,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Tackling the Climate Crisis: Innovation from Cuba,Explore Cuba’s response to crises and how their “thrifty innovation” can help develop solutions to climate change challenges,The Open University,tou,/course/tackling-the-climate-crisis-45206,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Online Teaching: Addressing the Climate Emergency,Gain the skills to design online and technology-enhanced teaching to help learners address the climate emergency.,The Open University,tou,/course/online-teaching-climate-emergency-102563,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Online Teaching: Creating Courses for Adult Learners,"Learn the practical skills you need to create online courses successfully, and develop your ability to teach adults online.",The Open University,tou,/course/online-teaching-20629,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Online Teaching: Accessibility and Inclusive Learning,"Make your online teaching accessible and learn how to plan, design, and deliver inclusive learning and teaching online.",The Open University,tou,/course/online-teaching-accessibility-and-inclusive-learn-22619,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Cyber Security Operations (Cisco),Upskill in cyber security operations and enhance your working knowledge of cyber security with Cisco and The Open University.,The Open University,tou,/course/cybersecurity-operations-21711,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Teacher Development: Embedding Mental Health in the Curriculum,"Develop skills to design inclusive teaching, learning and assessment activities that enhance student mental health and wellbeing.",The Open University,tou,/course/teacher-training-embedding-mental-health-in-the-c-21712,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Business Management: Marketing Principles and Practice,Develop your marketing skills and knowledge to help you make better business decisions and achieve your professional goals.,The Open University,tou,/course/marketing-principles-and-practice-21718,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Online Teaching: Evaluating and Improving Courses,Develop the skills you need to evaluate the success of your online teaching and enhance your students’ remote learning experience.,The Open University,tou,/course/online-teaching-improving-and-evaluating-courses-21725,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
"Management of Uncertainty: Leadership, Decisions and Action",Develop greater leadership skills and learn to make effective decisions in conditions of radical uncertainty.,The Open University,tou,/course/management-of-uncertainty-leadership-decisions-an-23760,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Management of Change: Organisation Development and Design,"Discover tools and concepts of human centred management and design, and develop skills to manage and lead in an AI-centric world",The Open University,tou,/course/management-of-change-organisation-development-and-35068,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Business Management: Fundamentals of Management Accounting,Develop your accounting skills and knowledge to help you make better business decisions and achieve your professional goals.,The Open University,tou,/course/fundamentals-of-management-accounting-34041,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
"Online Teaching: Embedding Social, Race, and Gender-Related Equity",Discover how to embed equity in your online teaching and support equitable participation for all,The Open University,tou,/course/online-teaching-embedding-social-race-and-gender--40893,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Business Management: Improving Organisational Practice,"Develop your managerial and leadership skills to create a positive impact on your organisation, with The Open University",The Open University,tou,/course/business-management-improving-organisational-prac-43686,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Cisco: DevOps using DevNet,Gain industry-focussed DevOps skills to develop and manage networked systems with Cisco and The Open University,The Open University,tou,/course/cisco-devops-using-devnet-43688,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Digital Photography: Discover your Genre and Develop your Style,Take the next steps in your photography journey by exploring different genres and finding your photographic style,The Open University,tou,/course/digital-photography-discover-your-genre-45205,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Business Management: Project Management,"Develop in-demand project management skills and take your career to the next level, with The Open University",The Open University,tou,/course/business-management-project-management-56787,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Climate Change: Transforming your Organisation for Sustainability,"Develop the knowledge, skills, and confidence to lead change for sustainability in your organisation, from The Open University",The Open University,tou,/course/climate-change-transforming-your-organisation-58624,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Business Management: People Management and Leadership,"Gain critical people management and leadership skills to support your organisation and boost your career, with The Open University",The Open University,tou,/course/business-management-people-management-and-leaders-58625,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Business Management: Financial Accounting for Non-Financial Roles,"Develop your accounting skills and knowledge to interpret financial statements, measure performance and assess financial health",The Open University,tou,/course/business-management-financial-accounting-for-non--54461,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Cisco: Python Programming (OpenEDG),Prepare for a future in programming as you learn from experts at Cisco and The Open University,The Open University,tou,/course/cisco-python-programming-54462,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
AWS: Machine Learning Foundations,Develop highly sought-after skills to design and deploy machine learning models on the cloud with the AWS Academy,The Open University,tou,/course/aws-machine-learning-foundations-54463,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Cisco: CCNA - Introduction to Networks,Build the foundations in infrastructure networking and boost your career as a network engineer with Cisco and The Open University,The Open University,tou,/course/cisco-ccna-54464,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
Mentoring and Coaching in Professional Learning,"Learn how to lead professional learning through effective mentoring and coaching, with The Open University",The Open University,tou,/course/mentoring-coaching-professional-learning-74765,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Developing Educational Leadership in Practice,"Strengthen your education leadership skills and put the latest theories and research into practice, with The Open University",The Open University,tou,/course/developing-educational-leadership-in-practice-74766,FutureLearn,"13 hours a week, 12 weeks long",Paid Course
Mental Health: Working with Children and Young People,Gain critical knowledge and practical skills to identify and address mental health issues in children and young people.,The Open University,tou,/course/mental-health-working-with-children-young-people-98215,FutureLearn,12 weeks long,Paid Course
Digital Marketing Content Creation,"Learn to create online content that drives your digital marketing

Gain the practical skills to create effective online content that engages your audience and delivers business objectives.",The Open University,tou,/course/content-creation-93010,FutureLearn,10 weeks long,Paid Course
Digital Marketing: Personas and User Journeys,Understand and develop user personas and user journey maps to create highly effective digital marketing.,The Open University,tou,/course/introduction-to-digital-marketing-personas-and-us-65620,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Social Media Marketing,"Build effective social media campaigns to drive engagement and business outcomes

Accelerate your social media marketing skills across a range of channels, measure your success, and optimise your approach",The Open University,tou,/course/social-media-marketing-74762,FutureLearn,"4 hours worth of material, 8 weeks long",Paid Course
Digital Marketing: Marketing Channel Objectives,Learn how to set digital marketing channel objectives for effective campaigns that drive your digital marketing strategy.,The Open University,tou,/course/introduction-to-digital-marketing-marketing-chann-65622,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Social Media Marketing: Managing Social Media,"Learn tools, techniques, and processes to effectively plan and manage your social media accounts.",The Open University,tou,/course/social-media-marketing-managing-social-media-71209,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Digital Marketing Content Creation: Video Creation and Editing,"Grow your skills and technical know-how to create, edit, publish, measure, and optimise videos for your digital marketing.",The Open University,tou,/course/digital-marketing-content-creation-video-creation-92710,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Digital Marketing Analytics and Measurement: Web Analytics in Perspective,Understand the role of web analytics and how you can take a data-driven approach to improve your digital marketing.,The Open University,tou,/course/digital-marketing-analytics-and-measurement-web-a-94898,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Content Creation: Hosting and Measurement,Discover the pros and cons of different content hosting options and how to measure the success of your content marketing.,The Open University,tou,/course/digital-marketing-content-creation-hosting-and-me-92711,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Digital Marketing Analytics and Measurement,"Learn to measure and analyse web analytics to drive your digital marketing

Understand how to use web and channel analytics to plan, implement and optimise effective digital marketing campaigns.",The Open University,tou,/course/digital-marketing-analytics-measurement-95279,FutureLearn,10 weeks long,Paid Course
Email Marketing eCRM: Planning and Tactics,Learn to plan and implement proven email marketing best practices to help you make the most of your campaigns.,The Open University,tou,/course/email-marketing-ecrm-planning-and-tactics-89956,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Email Marketing eCRM: CRM and Marketing Automation,Learn how to use advanced email marketing tools such as CRM and marketing automation for effective digital marketing.,The Open University,tou,/course/email-marketing-ecrm-crm-and-marketing-automation-89957,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Analytics and Measurement: Web Analytics Planning and Tactics,Discover practical tips and learn how to use and interpret Google Analytics reports to gain insights to feed into your planning.,The Open University,tou,/course/digital-marketing-analytics-and-measurement-web-a-94900,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Strategy: Creating Objectives and Using Measurement Frameworks,Learn how to monitor the success of your digital marketing strategy with objective setting and measurement frameworks.,The Open University,tou,/course/digital-marketing-strategy-creating-objectives-an-96153,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Introduction to Digital Transformation: Digital Transformation in Perspective,"Find out what digital transformation is, what makes it successful, and why it’s essential for every organisation to succeed.",The Open University,tou,/course/introduction-to-digital-transformation-digital-tr-110996,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Digital Marketing Strategy,"Achieve your business objectives with a first-class digital marketing strategy

Learn how to plan and build an effective digital marketing strategy using PR Smith’s SOSTAC® framework.",The Open University,tou,/course/digital-marketing-strategy-ou-97276,FutureLearn,8 weeks long,Paid Course
Email Marketing eCRM,"Develop skills to plan, build, and measure successful email marketing campaigns

Learn how to build high-performing email marketing campaigns, from targeting the right audience to email analytics and analysis.",The Open University,tou,/course/email-marketing-91970,FutureLearn,"3 hours worth of material, 8 weeks long",Paid Course
Email Marketing eCRM: Measurement and Iteration,Discover how to use email service providers and web analytics to improve your email marketing and drive your business objectives.,The Open University,tou,/course/email-marketing-ecrm-measurement-and-iteration-89958,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Online Display Advertising: The User Journey,Learn to use display advertising effectively throughout the user journey to drive engagement and deliver marketing objectives.,The Open University,tou,/course/display-advertising-the-user-journey-92158,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Analytics and Measurement: Advanced Web Analytics,Explore the advanced features of Google Analytics and how to use them to draw out insights to improve your marketing activity.,The Open University,tou,/course/digital-marketing-analytics-and-measurement-advan-94899,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Analytics and Measurement: Goals and Attribution Modelling,Understand how to evaluate the true value of your digital marketing activity using web analytics goals and attribution modelling.,The Open University,tou,/course/digital-marketing-analytics-and-measurement-goals-94901,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Analytics and Measurement: Reporting Dashboards,Learn to use reporting dashboards to understand the value of your digital marketing activity and interactions between channels.,The Open University,tou,/course/digital-marketing-analytics-and-measurement-repor-94902,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Strategy: Developing Strategy and Strategic Positioning,Create an overarching strategy and define strategic positioning using PR Smith’s SOSTAC® framework.,The Open University,tou,/course/digital-marketing-strategy-developing-strategy-an-96154,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Introduction to Digital Transformation: Transformation Insights and Case Studies,Gain insights from organisations that have succeeded or failed in digital transformation.,The Open University,tou,/course/introduction-to-digital-transformation-transforma-110998,FutureLearn,"5 hours a week, 2 weeks long",Paid Course
Search Marketing: Measuring Search Marketing,Explore analytics to improve the ROI of your search engine optimisation and pay per click campaigns.,The Open University,tou,/course/search-marketing-measuring-search-marketing-80435,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Online Display Advertising: Formats and Creative,"Explore display advertising formats, creative, and best practices to maximise the impact of your display marketing campaigns.",The Open University,tou,/course/display-advertising-formats-and-creative-92159,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing Content Creation: Marketing Channels and Content Mix,"Learn how to plan, create, distribute, and optimise your marketing content using the right marketing channels and content mix.",The Open University,tou,/course/digital-marketing-content-creation-marketing-chan-92707,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
"Digital Marketing Strategy: Tactics, Action and Control",Create and measure tactical activity plans for your digital marketing strategy using PR Smith’s SOSTAC® framework.,The Open University,tou,/course/digital-marketing-strategy-tactics-and-action-96155,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Introduction to Digital Transformation: Planning Your Digital Transformation Journey,Explore the most important factors when scoping an organisation’s digital transformation journey.,The Open University,tou,/course/introduction-to-digital-transformation-planning-t-110997,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Introduction to Digital Transformation: The Digital Capability Benchmark,Discover how to benchmark an organisation against the top ten capability factors and drive your digital transformation forward.,The Open University,tou,/course/introduction-to-digital-transformation-the-digita-110999,FutureLearn,"5 hours a week, 2 weeks long",Paid Course
Online Display Advertising,"Learn to plan, implement and measure online display advertising campaigns

Gain the skills to create, manage and optimise successful online display advertising campaigns that deliver results.",The Open University,tou,/course/online-display-advertising-104435,FutureLearn,8 weeks long,Paid Course
Digital Marketing in Perspective,"Understand the role of digital marketing, latest trends, and how digital marketing can help you to achieve your objectives.",The Open University,tou,/course/introduction-to-digital-marketing-digital-marketi-65619,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Search Marketing: Mapping the User Journey,Discover how to use organic and paid search effectively to drive objectives throughout the user journey.,The Open University,tou,/course/search-marketing-mapping-the-user-journey-80432,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Email Marketing eCRM: The User Journey,Learn to use email marketing effectively throughout the user journey to drive engagement and deliver objectives.,The Open University,tou,/course/email-marketing-ecrm-the-user-journey-89955,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Online Display Advertising: Targeting Options,Improve your online display advertising targeting to maximise your marketing campaign results and benefit your business.,The Open University,tou,/course/display-advertising-targeting-options-92160,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Online Display Advertising: Measuring Performance,Discover how to use ad platform and web analytics to improve the ROI of your display advertising and deliver results.,The Open University,tou,/course/display-advertising-measuring-performance-92161,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Digital Marketing: Content Marketing,"Plan, create, and optimise content to drive your digital marketing objectives and successfully reach your target audience.",The Open University,tou,/course/introduction-to-digital-marketing-content-marketi-65621,FutureLearn,"3 hours a week, 2 weeks long",Paid Course
Social Media Marketing: The User Journey,Learn how to use social media effectively throughout the user journey to reach your audience and drive engagement and objectives.,The Open University,tou,/course/social-media-marketing-the-user-journey-71207,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Social Media Marketing: Organic and Paid Social Media,Learn the best practices for using both organic and paid social media to help drive engagement and meet your objectives.,The Open University,tou,/course/social-media-marketing-paid-and-organic-social-me-71208,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Social Media Marketing: Social Media Channels,Choose the right social media channels and learn how to plan and implement them effectively with this practical course.,The Open University,tou,/course/social-media-marketing-social-media-channels-71210,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Search Marketing: Paid Search Marketing – Pay Per Click (PPC),Learn how to use pay per click (PPC) to improve paid search traffic and drive business objectives.,The Open University,tou,/course/search-marketing-paid-search-marketing-ppc--80434,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Search Marketing: Search Engine Optimisation (SEO),"Learn how to improve organic search rankings, increase website traffic and drive business objectives through SEO.",The Open University,tou,/course/search-marketing-search-engine-optimisation-seo--80433,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Digital Marketing Content Creation: Online Writing,Discover how to write effective online content for a range of digital channels and formats to improve engagement and impact.,The Open University,tou,/course/digital-marketing-content-creation-online-writing-92708,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Digital Marketing Content Creation: Podcast Creation and Distribution,"Develop the skills and knowledge to create, publish, measure, and optimise podcasts to maximise your reach and engagement.",The Open University,tou,/course/digital-marketing-content-creation-podcast-creati-92709,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
Digital Marketing Strategy: Situation Analysis,Unpack PR Smith's SOSTAC® framework for planning and implementing an effective digital marketing strategy.,The Open University,tou,/course/digital-marketing-strategy-introduction-to-sostac-96156,FutureLearn,"4 hours a week, 2 weeks long",Paid Course
AWS: Solutions Architect,Discover the fundamentals of building IT infrastructure to architect secure applications on AWS technologies,The Open University,tou,/course/aws-solutions-architect-43687,FutureLearn,"10 hours a week, 10 weeks long",Paid Course
The Science of Nutrition,"Get an introduction to nutritional science. Explore the biology, chemistry and physics of food and how our bodies digest it.",The Open University,tou,/course/futurelearn-the-science-of-nutrition-3822,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Management and Leadership: Growing as a Manager,Explore the foundations of successful management with this free online course from The Open University and CMI.,The Open University,tou,/course/growing-as-a-manager-6266,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Managing My Money,"Gain the skills to manage your personal finances: managing budgets, debts, investments, property purchase, pensions and insurance.",The Open University,tou,/course/futurelearn-managing-my-money-1937,FutureLearn,"3 hours a week, 8 weeks long",Free Online Course (Audit)
Childhood in the Digital Age,Delve into the lives of children and discuss the potential benefits and limitations of technology in their lives.,The Open University,tou,/course/futurelearn-childhood-in-the-digital-age-3370,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Learn to Code for Data Analysis,Learn to code in Python using Jupyter Notebook. Use your new programming skills to analyse and visualise open data.,The Open University,tou,/course/futurelearn-learn-to-code-for-data-analysis-3997,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
The Earth in My Pocket: an Introduction to Geology,Get an introduction to geology. Discover where materials that make up everyday objects come from and how to use them sustainably.,The Open University,tou,/course/geology-7636,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Elements of Renewable Energy,"Learn how sustainable energy from the Greek elements – Earth, Air, Fire and Water – can replace fossil fuels and nuclear power.",The Open University,tou,/course/futurelearn-elements-of-renewable-energy-2833,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
Managing My Money for Young Adults,Learn how to make the most of your money and learn the skills you need to navigate the complex world of personal finance.,The Open University,tou,/course/futurelearn-managing-my-money-for-young-adults-11642,FutureLearn,"3 hours a week, 8 weeks long",Free Online Course (Audit)
Introduction to Ecosystems,"Gain an understanding of the natural world, how the web of life works, with illustrations from around the world.",The Open University,tou,/course/futurelearn-introduction-to-ecosystems-1255,FutureLearn,8 weeks long,Free Online Course (Audit)
Histology: Using Microscopy to Study Anatomy and Identify Disease,Get an introduction to histology – the study of anatomy at a microscopic level – and use histopathology to identify disease.,The Open University,tou,/course/histology-6870,FutureLearn,"3 hours a week, 4 weeks long",Free Online Course (Audit)
